absolute_path,relative_path,file_type,size,modified_time,sha256,selected_as_reference,selection_reason
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_anti_freeze_workflows.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_anti_freeze_workflows.py,py,9472,2026-07-08T20:25:13.673742+00:00,81b6947f878c59d6b94838da68d7db1e8f37fbea7512b575756d40513330d577,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_coverage.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_coverage.py,py,4677,2026-07-14T06:53:33.261008+00:00,19f74da52b6f50050606467897fa9e097fd294caf54ed7179fe06fe77fee2fef,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_geometry_diagnostics.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_geometry_diagnostics.py,py,4103,2026-07-16T04:05:29.981747+00:00,1b10b30cbc0dccb4c4f9cbf983656cf00a21aea2be8f15f902f63b0a27028791,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_ground_truth_isolation.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_ground_truth_isolation.py,py,7871,2026-07-14T06:42:48.112417+00:00,59d1ad74ede163f79188875cdfa584f9220bc029b20d03f94e039cf0221221b5,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_health.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_health.py,py,5289,2026-07-14T04:06:29.726017+00:00,029558e55c2538dd177e03229e58e6fffaf2f8a23d9bef83dec2d7c29e92284e,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_look_at_conventions.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_look_at_conventions.py,py,1684,2026-07-16T04:01:40.036008+00:00,4da30239b327b03401caeea9d9126c0ecfe3f1daf25d1637d03156e95d958c6b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_provenance_smoke_config.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_provenance_smoke_config.py,py,3946,2026-07-14T06:53:33.264019+00:00,3b5b91e004756d97c921d55468e8f45c9e1ce6fdd9d5b911dc38bb5c722256d4,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_target_frame_conversion.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_target_frame_conversion.py,py,2918,2026-07-16T04:02:17.774072+00:00,865b7ce291922cb5e13fd52b182fe0436a6e7cd995d0f843591c95ff16101761,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_validation_ipc.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_validation_ipc.py,py,2529,2026-07-14T04:07:01.611909+00:00,4f56798e02fbaac795f90d5300f6926933d67701e5c99e57d9baafd355b13bf1,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_view_readiness.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_view_readiness.py,py,2794,2026-07-16T03:05:31.591847+00:00,e2fe169bcfaca57a92c6f2bf60ed52af13ef1228194d35b82e982838497ba1ff,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_camera_path_verification.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_camera_path_verification.py,py,2569,2026-07-16T04:02:55.264674+00:00,d34a597c6c8420c29e557a9adf235f6c60b69763995df497d8dab5c359331c31,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_control.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_control.py,py,4933,2026-07-16T01:02:33.342804+00:00,c0610226a34e72e4968a68f3579a9d37a075d590ded459f49f886fd7ebe2e4ec,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_creation_plan.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_creation_plan.py,py,2936,2026-07-16T04:02:37.991759+00:00,cac45fed4816f1ae56fedbc9097c46a96293d12183b81dd4d47585513651b9e6,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_main_identity.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_main_identity.py,py,3580,2026-07-16T02:00:26.466218+00:00,59086adf110524c775c7c315b6ce8f68ee90c866ecead2efc6868d5508c29b3a,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_pending_single_owner.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_pending_single_owner.py,py,967,2026-07-16T02:00:26.468230+00:00,b3d4afeb4c031d8607fb730be80dcdb2f3669a269e9452f5a7620fc17b5eb6a0,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_perspective_restore.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_perspective_restore.py,py,3953,2026-07-16T02:00:26.467222+00:00,384dcbe7e6cce729afbcd379bb4190409ea4a968eca72b326c2fb4f777661393,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_physics_invariance.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_physics_invariance.py,py,3783,2026-07-16T02:00:26.469230+00:00,c0ccf70421228c3158c91f2bd9a75fc5f198e527401c2b14ec599972c5a554c1,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_restore.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_restore.py,py,6672,2026-07-16T01:58:30.448412+00:00,16c818d4bd1cd2b479ff82b491e615cf21e6fda9ac5855db2ae698026fe17d56,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_runtime_diagnostics.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_runtime_diagnostics.py,py,1759,2026-07-16T05:05:13.642592+00:00,2335c185d1e4359339a86e6557be7be81f38f93bf4d327c9c54bd273e48ce29e,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_secondary.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_secondary.py,py,7064,2026-07-16T01:08:02.238343+00:00,5ee1ed292da9e8ec1aefd6e0fb8aaefbb9f030db111b4da686743223a7083e83,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_camera_viewport_without_motion_ready.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_camera_viewport_without_motion_ready.py,py,2005,2026-07-16T03:06:08.472456+00:00,0947ad07c9df905f761aeb9414a4bb0ca70bc9a2891dfee035aaa1a72b878006,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_com_metrics.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_com_metrics.py,py,1584,2026-07-22T22:16:41.442665+00:00,3a27a963cf8aeae4f201c32f4786e9940bf27186c01291dfa88553c60e258198,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_equilibrium_region.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_equilibrium_region.py,py,1291,2026-07-22T22:16:41.443774+00:00,fb14e9e30512091dfce482f06277e0e2eb737217f98838ea2c3e5b347f246a8b,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_exporters.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_exporters.py,py,2529,2026-07-22T22:16:41.444710+00:00,9620787c118be61dd24f58bec922c8750c1052533fbe0f62743ee7546e1d5ce6,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_generated_validation_without_motion_ready.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_generated_validation_without_motion_ready.py,py,2915,2026-07-16T03:03:12.607953+00:00,9ac8b1949a2b65a1d385f0f58e4cb614f64c8ff16e524c265f77ab3c77d175df,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_ground_bound_sanitization.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_ground_bound_sanitization.py,py,3558,2026-07-16T04:00:11.937747+00:00,ab564d7488a1d60031f46b57b1e1940505654737018bd19b76ccb4533294b357,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_ground_calibration.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_ground_calibration.py,py,1357,2026-07-16T03:05:56.578535+00:00,f52275f8e777a37d48f3b0432042e433b711ca3da5beeb604bece086ea713bfc,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_ground_diagnostic_states.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_ground_diagnostic_states.py,py,2089,2026-07-16T03:05:45.092004+00:00,624133cf1238f199b334a851b69da1c442805846b11b33beaee2b539fc215fb9,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_ground_reference_stability.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_ground_reference_stability.py,py,2091,2026-07-16T04:00:41.012211+00:00,2de87e215d21beb183e0b8a9514c1bf9dded99a84854410c86c99b1f74c2b3f9,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_ground_settle_joint_groups.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_ground_settle_joint_groups.py,py,3584,2026-07-16T05:04:32.210600+00:00,8714dd9120e4d053dd911f272803e8459c44684f15bfac147df445384e7db480,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_ground_settle_terminal_window.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_ground_settle_terminal_window.py,py,4348,2026-07-16T04:01:09.924843+00:00,e201ab497f063b06c010125b4efaeaaecbf42ce7f2ec22c71c4905f51e1e2a93,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_ground_surface_resolution.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_ground_surface_resolution.py,py,2387,2026-07-16T03:04:01.756558+00:00,b4191e14c1ebfae50252ae8e03832ff55f37b34fc47e996211eaf7eccd630c64,false,candidate or supporting source; not frozen as primary reference
C:\robotics_sim\wlr_robot\_backups\height_based_obstacle_replay_pre_refactor_20260723_012630\artifacts\source_backup_20260722_185317\tests\test_ground_trigger_isolation.py,_backups/height_based_obstacle_replay_pre_refactor_20260723_012630/artifacts/source_backup_20260722_185317/tests/test_ground_trigger_isolation.py,py,1399,2026-07-16T02:00:26.470223+00:00,8cacfccb92382ac5e0fa111b8612a9edd79d03b424f92610fac69a705e506499,false,candidate or supporting source; not frozen as primary reference
